id;NumDots;SubdomainLevel;PathLevel;UrlLength;NumDash;NumDashInHostname;AtSymbol;TildeSymbol;NumUnderscore;NumPercent;NumQueryComponents;NumAmpersand;NumHash;NumNumericChars;NoHttps;RandomString;IpAddress;DomainInSubdomains;DomainInPaths;HttpsInHostname;HostnameLength;PathLength;QueryLength;DoubleSlashInPath;NumSensitiveWords;EmbeddedBrandName;PctExtHyperlinks;PctExtResourceUrls;ExtFavicon;InsecureForms;RelativeFormAction;ExtFormAction;AbnormalFormAction;PctNullSelfRedirectHyperlinks;FrequentDomainNameMismatch;FakeLinkInStatusBar;RightClickDisabled;PopUpWindow;SubmitInfoToEmail;IframeOrFrame;MissingTitle;ImagesOnlyInForm;SubdomainLevelRT;UrlLengthRT;PctExtResourceUrlsRT;AbnormalExtFormActionR;ExtMetaScriptLinkRT;PctExtNullSelfRedirectHyperlinksRT;CLASS_LABEL            1=Phising         0=Beningnas
1214;3;1;4;67;0;0;0;0;0;1;0;0;0;2;1;1;0;0;1;0;28;32;0;0;0;0;0,818181818;0,066666667;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;-1;1
1215;3;0;6;95;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;10;78;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;-1;-1;1;-1;-1;1
1216;3;0;4;114;1;0;0;0;0;0;1;0;0;15;1;0;0;0;1;0;13;42;51;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;-1;1;1;1;1;1
1217;3;1;5;77;0;0;0;0;0;0;0;0;0;4;1;1;0;0;1;0;18;52;0;0;0;1;1;1;0;1;0;1;0;0;1;0;0;0;0;1;0;0;1;-1;-1;0;-1;-1;1
1218;3;1;2;45;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;21;17;0;0;0;0;0,875;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;-1;1;-1;-1;1
1219;1;0;4;64;0;0;0;0;0;0;0;0;0;21;1;1;0;0;0;0;14;43;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;-1;1
1220;2;0;2;36;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;14;15;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1
1221;4;1;5;74;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;27;40;0;0;0;0;1;1;1;1;1;0;0;0;1;0;0;0;0;1;0;0;1;0;-1;1;-1;-1;1
1222;3;1;3;47;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;19;21;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;0;0;0;0;0;1;1;-1;1;-1;-1;1
1223;2;0;5;199;0;0;0;0;3;0;3;2;0;54;1;1;0;0;1;0;14;81;96;0;1;0;0,040540541;0,965517241;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;-1;-1;0;-1;1;1
1224;1;0;4;64;0;0;0;0;0;0;0;0;0;23;1;1;0;0;0;0;14;43;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;-1;1
1225;4;0;5;75;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;19;49;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1
1226;4;2;4;66;1;0;0;0;0;0;0;0;0;4;1;1;0;0;0;0;26;33;0;0;0;0;1;1;0;1;0;1;0;0;1;0;0;0;0;1;0;0;1;0;-1;0;-1;-1;1
1227;3;1;5;74;1;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;21;46;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;-1;1;-1;-1;1
1228;2;0;2;43;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;21;15;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;-1;1;-1;-1;1
1229;2;0;3;39;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;10;22;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;0;0;0;0;0;1;1;-1;1;-1;-1;1
1230;3;0;3;41;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;14;20;0;0;0;0;0;0,153846154;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1
1231;5;1;4;72;0;0;0;0;0;0;0;0;0;3;1;1;0;0;1;0;22;43;0;0;0;1;0,875;0,133333333;0;1;0;0;0;0,0625;1;0;1;0;0;0;0;0;1;0;0;1;1;-1;1
1232;2;0;3;46;2;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;16;23;0;0;0;0;0;0,2;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;0;-1;1
1233;2;0;4;53;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;8;38;0;0;0;1;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;-1;1;-1;-1;1
1234;1;0;6;76;0;0;0;0;0;0;0;0;0;21;1;1;0;0;1;0;11;58;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;-1;1;1;1;-1;1
1235;4;1;4;65;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;29;29;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1
1236;2;0;3;50;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;20;23;0;0;0;0;0;0,785714286;0;1;0;0;0;1;1;0;0;0;0;1;0;0;1;1;-1;1;1;-1;1
1237;3;1;5;72;0;0;0;0;0;0;1;0;0;4;1;1;0;0;1;0;16;41;7;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;-1;1;-1;1;1
1238;2;0;5;60;0;0;0;0;0;0;0;0;0;4;1;1;0;0;1;0;12;41;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;0;0;0;0;0;1;0;-1;1;-1;-1;1
1239;3;1;5;64;0;0;0;0;0;0;0;0;0;4;1;1;0;0;1;0;16;41;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;0;0;0;0;0;1;0;-1;1;-1;-1;1
1240;3;0;4;56;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;23;26;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;-1;1;-1;-1;1
1241;3;1;4;46;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;12;27;0;0;2;0;0,785714286;0,058823529;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;-1;1
1242;4;1;6;97;1;0;0;0;0;0;0;0;0;6;1;1;0;0;0;0;29;44;16;0;1;0;0,375;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;-1;1;1;0;0;1
1243;3;1;3;53;0;0;0;0;0;0;0;0;0;4;1;1;0;0;0;0;25;21;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1;1;1;1;1;-1;1
1244;2;0;5;66;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;19;40;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1
1245;2;0;2;36;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;11;18;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1
1246;1;0;3;34;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;18;9;0;0;0;0;0;0,785714286;0;1;0;0;0;1;1;0;0;0;0;1;0;0;1;1;-1;1;1;-1;1
1247;3;0;4;61;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;25;29;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1
1248;2;0;3;122;0;0;0;0;0;0;2;1;0;45;1;1;0;0;0;0;12;45;57;0;0;0;0,375;0,714285714;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;-1;-1;1;0;0;1
1249;3;1;5;73;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;20;46;0;0;1;0;0,714285714;0,03125;1;1;1;0;1;0,114285714;0;0;0;0;0;1;0;0;1;0;1;-1;1;-1;1
1250;2;0;3;43;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;14;22;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;-1;1
1251;2;0;3;46;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;14;25;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;-1;1
1252;2;0;3;153;0;0;0;0;0;0;4;3;0;40;1;1;0;0;0;0;19;44;82;0;0;0;0;0,625;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;-1;-1;1;0;1;1
1253;2;0;3;153;0;0;0;0;0;0;4;3;0;39;1;1;0;0;0;0;19;44;82;0;0;0;0;0,625;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;-1;-1;1;0;1;1
1254;14;0;3;242;0;0;0;0;0;0;6;12;1;74;1;0;0;0;0;0;15;20;174;0;0;0;0;0,642857143;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;-1;-1;1;0;1;1
1255;2;0;4;58;1;0;0;0;0;1;0;0;0;2;1;1;0;0;0;0;17;34;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;-1;0;-1;1;1
1256;3;1;2;43;1;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;17;19;0;0;0;0;1;0,5;0;1;1;0;1;0;1;0;0;0;0;0;0;0;1;1;-1;-1;1;-1;1
1257;2;0;2;33;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;13;13;0;0;0;0;0,954545455;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;1;-1;0;-1;-1;1
1258;2;0;2;47;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;24;16;0;0;0;0;0,923076923;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;1;-1;-1;1
1259;3;1;5;67;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;16;36;7;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;-1;1;-1;1;1
1260;4;1;6;99;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;14;78;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;-1;-1;1;-1;-1;1
1261;2;0;1;31;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;13;11;0;0;0;1;0,818181818;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;1;-1;1;-1;-1;1
1262;2;0;5;55;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;12;36;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;0;0;0;0;0;1;0;-1;1;-1;-1;1
1263;2;0;4;52;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;18;27;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1
1264;4;0;2;52;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;25;20;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;-1;1;-1;1;1
1265;2;0;4;55;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;17;31;0;0;0;0;0;0,153846154;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1
1266;13;1;11;76;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;14;55;0;0;0;0;0,974358974;0,009174312;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;-1;1;1;1;-1;1
1267;2;0;3;42;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;14;21;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;0;0;0;0;0;1;1;-1;1;-1;-1;1
1268;2;0;4;73;1;0;0;0;0;0;0;0;0;16;1;1;0;0;0;0;13;53;0;0;0;1;1;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;-1;1;-1;-1;1
1269;2;0;4;73;1;0;0;0;0;0;0;0;0;23;1;1;0;0;0;0;13;53;0;0;0;1;1;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;-1;1;-1;-1;1
1270;2;0;5;60;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;10;43;0;0;0;1;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;-1;1;-1;-1;1
1271;3;1;3;52;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;24;21;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;0;0;0;0;0;1;1;-1;1;-1;-1;1
1272;1;0;4;64;0;0;0;0;0;0;0;0;0;21;1;1;0;0;0;0;14;43;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;-1;1
1273;1;0;4;79;1;0;0;0;0;0;0;0;0;27;1;1;0;0;0;0;13;59;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;-1;1;1;1;1;1
1274;6;1;5;83;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;19;57;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;-1;1;1;1;-1;1
1275;2;0;4;56;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;25;24;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1
1276;12;1;11;76;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;14;55;0;0;0;0;0,974358974;0,009174312;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;-1;1;1;1;-1;1
1277;6;4;4;125;4;2;0;0;0;0;0;0;0;18;1;1;0;0;0;0;42;43;32;0;2;0;0;0,035714286;1;1;0;0;0;0;0;0;0;0;0;1;0;0;-1;-1;1;1;1;1;1
1278;5;0;4;57;0;0;0;0;0;0;0;0;0;3;1;1;0;0;1;0;9;41;0;0;1;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;1;-1;1
1279;1;0;2;39;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;17;15;0;0;0;0;0;0,285714286;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;-1;1;1
1280;2;0;3;55;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;21;27;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;0;0;0;0;0;1;0;-1;1;-1;-1;1
1281;1;0;3;34;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;17;10;0;0;0;0;1;0,142857143;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;0;-1;1
1282;3;1;1;34;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;17;10;0;0;0;0;0,011235955;0,039215686;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;0;1;1
1283;4;0;3;89;0;0;0;0;1;0;2;3;0;29;1;0;1;0;0;0;12;22;47;0;0;0;0,375;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;-1;1;1;0;0;1
1284;4;0;3;192;0;0;0;0;3;0;13;10;0;49;1;0;1;0;0;0;12;22;150;0;1;0;0,375;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;-1;1;1;0;0;1
1285;4;0;3;134;0;0;0;0;2;0;6;4;0;40;1;0;1;0;0;0;12;22;92;0;1;0;0,375;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;-1;1;1;0;0;1
1286;11;0;3;161;2;0;0;0;0;0;8;4;0;18;1;1;0;0;1;0;14;33;106;0;0;1;0,636363636;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0;1;-1;1;-1;-1;0;1
1287;3;0;4;56;2;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;14;35;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1
1288;2;0;1;39;1;1;0;0;1;0;0;0;0;2;1;1;0;0;0;0;18;14;0;0;1;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;-1;1;-1;-1;1
1289;2;0;4;54;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;19;28;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1
1290;1;0;3;43;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;23;13;0;0;0;0;0;0,785714286;0;1;0;0;0;1;1;0;0;0;0;1;0;0;1;1;-1;1;1;-1;1
1291;2;0;3;45;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;18;20;0;0;0;0;0;0,785714286;0;1;0;0;0;1;1;0;0;0;0;1;0;0;1;1;-1;1;1;-1;1
1292;2;1;5;51;1;0;0;0;0;0;0;0;0;4;1;1;0;0;0;0;19;25;0;0;0;0;1;0,142857143;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;0;-1;1
1293;3;1;3;39;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;12;20;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1
1294;4;2;4;67;1;0;0;0;0;0;0;0;0;4;1;1;0;0;0;0;26;34;0;0;0;0;1;1;0;1;0;1;0;0;1;0;0;0;0;1;0;0;1;0;-1;0;-1;-1;1
1295;1;0;5;56;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;11;38;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;-1;1;-1;-1;1
1296;4;0;3;51;0;0;0;0;1;0;1;1;0;9;1;0;1;0;0;0;12;22;9;0;0;0;0,375;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;1;0;0;1
1297;5;0;5;100;0;0;0;0;0;0;2;0;0;12;1;0;0;0;1;0;16;40;36;0;0;0;0;0,615384615;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;-1;-1;1;0;1;1
1298;2;0;5;54;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;16;31;0;0;0;0;0;0,615384615;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;-1;1;0;-1;1
1299;2;1;5;50;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;18;25;0;0;0;0;0,976958525;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;1;-1;0;-1;-1;1
1300;4;0;3;149;0;0;0;0;5;0;10;4;0;9;1;0;1;0;0;0;12;22;107;0;1;0;0,375;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;-1;1;1;0;0;1
1301;2;0;5;66;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;11;48;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;-1;1;-1;-1;1
1302;3;0;4;49;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;15;27;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;0;0;0;0;0;1;1;-1;1;-1;-1;1
1303;1;0;4;49;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;11;31;0;0;0;0;0,923076923;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;1;-1;-1;1
1304;3;0;5;50;0;0;0;1;0;0;0;0;0;9;1;0;1;0;1;0;12;31;0;0;0;0;0;0,785714286;0;1;0;0;0;1;1;0;0;0;0;1;0;0;1;1;-1;1;1;-1;1
1305;3;1;4;53;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;16;30;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;1;1;0;1;1;-1;1;1;-1;1
1306;3;0;3;51;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;21;23;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;-1;1;-1;-1;1
1307;4;1;4;48;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;15;26;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;0;0;0;0;0;1;1;-1;1;-1;-1;1
1308;2;0;3;45;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;16;22;0;0;0;0;1;0,083333333;1;1;1;0;1;0;1;0;0;0;0;0;0;0;1;1;1;-1;1;-1;1
1309;3;0;3;49;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;16;26;0;0;0;1;1;0,083333333;1;1;1;0;1;0;1;0;0;0;0;0;0;0;1;1;1;-1;1;-1;1
1310;3;1;1;38;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;21;10;0;0;0;0;0;1;0;1;0;1;0;1;1;0;0;0;0;0;0;0;1;1;-1;0;-1;-1;1
1311;4;2;4;62;1;0;0;0;0;0;0;0;0;4;1;1;0;0;0;0;26;29;0;0;0;0;1;1;0;1;0;1;0;0;1;0;0;0;0;1;0;0;1;0;-1;0;-1;-1;1
1312;2;0;5;66;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;19;40;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1
1313;3;1;5;72;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;23;42;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1
1314;3;0;4;70;1;0;0;0;0;0;0;0;0;4;1;1;0;0;0;0;24;39;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;-1;1
1315;3;1;2;37;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;16;14;0;0;0;0;0;0,785714286;0;1;0;0;0;1;1;0;0;0;0;1;0;0;1;1;-1;1;1;-1;1
1316;4;2;4;63;1;0;0;0;0;0;0;0;0;4;1;1;0;0;0;0;26;30;0;0;0;0;1;1;0;1;0;1;0;0;1;0;0;0;0;1;0;0;1;0;-1;0;-1;-1;1
1317;2;0;3;52;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;23;22;0;0;0;0;0;0,785714286;0;1;0;0;0;1;1;0;0;0;0;1;0;0;1;1;-1;1;1;-1;1
1318;2;1;4;53;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;15;31;0;0;0;0;0,923076923;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;1;-1;-1;1
1319;2;0;3;49;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;20;22;0;0;0;0;0;0,785714286;0;1;0;0;0;1;1;0;0;0;0;1;0;0;1;1;-1;1;1;-1;1
1320;4;2;4;64;1;0;0;0;0;0;0;0;0;4;1;1;0;0;0;0;26;31;0;0;0;0;1;1;0;1;0;1;0;0;1;0;0;0;0;1;0;0;1;0;-1;0;-1;-1;1
1321;3;1;2;47;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;16;24;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;0;0;0;0;0;1;1;-1;1;-1;-1;1
1322;3;0;5;56;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;15;34;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;0;0;0;0;0;1;0;-1;1;-1;-1;1
1323;2;0;4;59;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;12;40;0;0;0;0;0;0,785714286;0;1;0;0;0;1;1;0;0;0;0;1;0;0;1;0;-1;1;1;-1;1
1324;4;1;6;67;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;16;44;0;0;1;0;0;0,285714286;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;-1;1;1
1325;3;1;3;59;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;28;24;0;0;0;0;1;0,076923077;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;-1;1
1326;2;0;2;47;0;0;0;0;0;0;0;0;0;4;1;1;0;0;0;0;19;21;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;1;-1;1
1327;1;0;5;57;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;11;39;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;-1;1;-1;-1;1
1328;2;0;4;49;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;26;16;0;0;0;0;0,933333333;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;1;-1;-1;1
1329;1;0;5;56;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;11;38;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;-1;1;-1;-1;1
1330;2;0;3;43;0;0;0;0;0;0;0;0;0;2;1;0;0;0;1;0;19;17;0;0;0;0;0;0,785714286;0;1;0;0;0;1;1;0;0;0;0;1;0;0;1;1;-1;1;1;-1;1
1331;4;0;3;164;0;0;0;0;0;0;3;2;0;35;1;1;0;0;0;0;10;52;94;0;2;0;1;0,076923077;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;-1;1;1;0;-1;1
1332;1;0;4;79;1;0;0;0;0;0;0;0;0;23;1;1;0;0;0;0;13;59;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;-1;1;1;1;1;1
1333;1;0;4;79;1;0;0;0;0;0;0;0;0;30;1;1;0;0;0;0;13;59;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;-1;1;1;1;1;1
1334;2;0;4;160;4;0;0;0;0;0;0;0;0;3;1;1;0;0;0;0;14;139;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;-1;1;1;1;1;1
1335;2;0;4;73;1;0;0;0;0;0;0;0;0;21;1;1;0;0;0;0;13;53;0;0;0;1;1;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;-1;1;-1;-1;1
1336;2;0;5;70;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;23;40;0;0;1;0;1;0,75;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;-1;-1;1
1337;2;1;5;84;0;0;0;0;0;0;0;0;0;22;1;1;0;0;1;0;28;49;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;-1;1;1;1;-1;1
1338;2;1;4;61;0;0;0;0;0;0;0;0;0;10;1;1;0;0;0;0;29;25;0;0;0;0;0;0,785714286;0;1;0;0;0;1;1;0;0;0;0;1;0;0;1;0;-1;1;1;-1;1
1339;3;1;4;63;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;15;41;0;0;0;0;0,923076923;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;-1;-1;1
1340;3;0;3;51;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;21;23;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;-1;1;-1;-1;1
1341;2;0;5;123;2;0;0;0;1;0;0;0;0;2;1;1;0;0;0;0;11;105;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;-1;1;1;1;1;1
1342;3;0;5;87;2;0;0;0;1;0;0;0;0;2;1;1;0;0;0;0;11;69;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;-1;1;1;1;1;1
